"name","reviewCount","rating","published","title","content"
"Klavs Grane",7,55,2023-01-31,"Skadesbehandling i verdensklasse.","Skadesbehandling i verdensklasse.Jeg har altid set på forsikring som en noget speciel vare, da det set ud fra forbrugerens synspunkt (mig), er en vare man dels betaler for uden at få den leveret - og derefter håber at man aldrig får brug for den.Når man så pludselig får brug for den, er det meget tilfredsstillende at varen også virker.Det gjorde den i den grad, da vandet pludselig løb ud af min garage i Taarbæk, mens jeg sad i en skilift i Schweiz.Jeg modtog et opkald fra min nabo en fredag ved middagstid, der fortalte mig at vandet strømmede ud af min garage. Jeg ringede øjeblikkeligt til Alm. Brand skadesservice, der inden for nogle timer stillede op på adressen med en bygningskonsulent og håndværkere. De fik slukket vandet og fik det gjort midlertidigt brugbart, så jeg kunne komme i bad og bruge mit hjem ved hjemkomst mandag aften.Allerede mandag, gik håndværkerne i gang med at udbedre skaden – I tillæg skal det nævnes, at Skadesservice og VVS som er Alm. Brand samarbejdspartnere var top professionelle, super venlige og høflige, de ryddede op og gjorde grundigt rent efter sig, hver gang de havde været på adressen.Jeg er også meget taknemmelig for, at den meget hurtige indsats betød, at mit gulv, gennemgående i alle rum, med uerstattelige, specialfremstillet granitfliser med fossiler, kunne reddes. Under hele processen, var der fuld tilgængelighed, og jeg kunne altid få fat i bygningskonsulenten, mens der var panik på og også uden for normal kontortid. Bygningskonsulenten stod for at koordinere samarbejdet mellem Alm. Brand’s håndværkere, og dem jeg entrerede med i forbindelse med udskiftning af blødgøringsanlægget, som var skadet efter at have være blevet forsynet med alt for varmt vand. Anlægget er placeret i et meget lille rum, eller nærmere et hul med meget trang plads under trappen. Anløb fra anlægget er koblet sammen med afløbet fra min vaskemaskine. Det viste sig, at alle pakningerne på afløbsrøret var blevet utætte efter det varme vand, således at blødgøringsanlægget ikke kunne skiftes som planlagt, da afløbet skulle skiftes først. Igen kontakter jeg bygningskonsulenten og kort tid efter dukker VVS op og udbedrer utætheden og mit anlæg kunne installeres med det samme, uden forsinkelser.  Jeg havde selv bestilt og købt det nye blødgøringsanlæg og jeg troede det var løgn da bygningskonsulenten oplyste, at det er også dækket af forsikringen under de givne omstændigheder. Jeg havde ikke forventet den service, men bygningskonsulenten sagde til mig - ""vi skal jo gøre det rigtigt"". Jeg skulle blot sende fakturaen, så ville Alm. Brand betale mig for mit udlæg. Mens vi talte sammen modtog jeg fakturaen på mit køb på mail, jeg videresendte den med det samme og inden samtalen var slut var pengene på vej til mig. Under hele processen blev jeg løbende orienteret om hvad der skete, hvornår og hvorfor, og på intet tidspunkt har jeg skulle skrive eller udfylde en eneste linje.For så vidt angår Alm. Brand tænker jeg ikke længere at jeg ikke får varen leveret når jeg betaler. Det jeg betaler for nu, er trygheden ved at vide, at de er der hvis jeg får brug for dem, og den betaler jeg med glæde for.Venlig hilsenKlavs Grane"
"Nataliia Pryshliak",1,45,2023-01-31,"<U+0001F44D><U+0001F3FB>","kort og præcis forklaring"
"Lars Jensen",23,55,2023-01-31,"Nicolai Busk Jensen var rigtig god at…","Nicolai Busk Jensen var rigtig god at tale med.Og det han kunne tilbyde var godt."
"Sabrina Wahlstrøm",9,45,2023-01-31,"God fremlæggelse og forklaring!","Dato for oplevelse: 26. januar 2023"
"Nasrin ibrahim",6,55,2023-01-30,"Utrolig god service","Utrolig god service og virkelig gode og venlige medarbejdere. Der bliver taget hånd om en."
"Malene Østergård",31,55,2023-01-30,"Super forsikringsvejledning, super god oversigt i app","Super god forsikringsvejledning. Overskueligt og nemt."
"Kirsten Broholt",4,55,2023-01-30,"Kompetent information","Dato for oplevelse: 23. januar 2023"
"Inga Holmslykke Weiss",30,35,2023-01-30,"Viden om mine forsikringer","Virkede som om man ville sælge flere forsikringer til mig.. Som måske ikke var nødvendige..??"
"Poul Henning Nielsen",6,55,2023-01-30,"Forsikringstegning","Morten Vestergård er behagelig at samarbejde med."
"At. Folmer Bækkegaard",4,55,2023-01-30,"god rådgivning -","Dato for oplevelse: 23. januar 2023"
"EP",89,55,2023-01-30,"Behageligt møde","Behageligt møde, god gennemgang"
"Hans Johansen",3,45,2023-01-30,"Tilfreds","Er godt tilfreds."
"Lene Mortensen",1,55,2023-01-29,"Postkasse","Hurtigt igennem i telefonen, Behagelig samtale."
"Laura",1,55,2023-01-29,"Lytende og forstående","Jeg synes at alm. brand er god til kommunikation og handler på de problemer, der opstår."
"jane lund",2,55,2023-01-29,"Nemt og hurtigt","Dato for oplevelse: 19. december 2022"
"Erna Nielsen",22,55,2023-01-29,"Det var et godt og berigende møde.","Det var et godt og berigende møde.En meget venlig assurandør."
"Tanja Kajhøj",54,55,2023-01-29,"Super service","Kontaktede alm Brand, de fandt hurtigt ud af at jeg var forsikret, endda oplyste de mig om at jeg kunne få en ny brødrister.Virkelig god service, altid venligt personale, når man ringer til dem."
"Arne Christian Møller",4,55,2023-01-28,"dygtig assurandør","En meget vidende og dygtig assurandør"
"Martin.",7,15,2023-01-28,"En værre omgang snyd og bedrag.","Jeg havde besøg af en af deres Assurandører. Som lavede nogle umiddelbart fornuftige forsikringer hvor jeg ville kunne spare penge ift mine nuværende forsikringer nu står jeg med en samlet opkrævning på 28000 kr årligt for forsikringer kontra dem jeg har i forvejen er omtrent 8000 tusind billigere om året ikke tale om det kommer til at ske da.... Magen til svindel og humbug skal man da lede længe efter vorherre bevares.. Glad for jeg ikke har betalt en rød reje til dem endnu og at deres fis bliver opsagt så hurtigt som muligt."
"Amel",25,55,2023-01-28,"God rådgivning","Dato for oplevelse: 26. januar 2023"
"Kirsten Frimor",6,55,2023-01-28,"Behagelig ung sælger .","Dato for oplevelse: 23. januar 2023"
"Janne Langvad",12,55,2023-01-28,"Høflig og hjælpsom","Dato for oplevelse: 23. januar 2023"
"Mark Pedersen",34,15,2023-01-27,"Efter længere uoverensstemmelser med…","Efter længere uoverensstemmelser med forsikringsselskab valgt jeg at skifte til ny forsikring. Vi fik da en fin hilsen på 1600kr i opsigelsesgebyrer som skal betales nu hvor vi har meldt os ud. Aldrig har jeg betalt så højt et beløb for nogle forsikringer…for en måned.. det er helt sikkert ikke her jeg bruger mine penge nogensinde igen og fuldstændig vanvittige priserÆrgerligt jeg ikke kunne give 0 stjerner"
"Sarah Bilberg lykke Nordtorp",9,55,2023-01-27,"‘Påkørsel af dyr’ virker upåklageligt","Har tegnet ‘påkørsel af dyr’ og har nu haft brug for den to gange og det er gået fuldstændig gnidningsfrit fra jeg har anmeldt over nettet, værksted og betaling. Ikke en finger at sætte på de to oplevelser."
"Eva Nielsen",24,55,2023-01-27,"Godt behandlet af forsikringen","Vores hund (en dværgschnauzer) blev opereret for en talgknuder, der inden opperationen havde dannet en byld der desværre sprang inden, der kunne gøres noget. Dyrlægen sendte regningen ind til alm. brand og i løbet af 3 fik vi besked om, at forsikringspenge var på vej. Vi er godt tilfredse med vores forsikringsselskab, hvor vi har alle forsikringerne."
"jeanette",19,55,2023-01-27,"Sprængt vandrør","At i overtog hele styringen. Venter bar på gaskomfur"
"Morten",9,15,2023-01-27,"Useriøst foretagende","Useriøst foretagende, mangel på respekt og interne systemer, som ikke engang kan få betalingsservice til at virke. Vi har siden september 2021 haft bilforsikring ved Alm. Brand Forsikring. I al den tid har vi forsøgt at få vores faktura sat til betalingsservice. Det har aldrig kunne lade sig gøre og de har hivet den ene søforklaring efter den anden, samt lovet at “næste” gang, så virker det. Det har aldrig fungeret og i december vælger vi på baggrund at dette at skifte forsikringsselskab. Nu har de så siden den 11/1-2023 afmeldt vores bilforsikring uden varsel og uden vi er blevet oplyst herom. I dag den 27/1-2023 finder vi ud af det og de siger det er vores egen skyld. -de mener jo selvfølgelig at det er vires opgave at betale. Men vi har ingen faktura fået. Deres usympatiske medarbejder i kundeservice siger ydermere, at vi er blevet meldt til DFIM og vi skal betale dagsbøder på 250,00 kr. fra den 11/1-2023. Dette har vi undersøgt og vi er ikke meldt dertil, men manden fra Alm. Brand Forsikrings kundeservice, siger det modsatte. Også at vi er blevet sat på “den sorte liste” og at vi er blevet “rød afmeldt”. At vi har karantæne (må kun få ansvarsforsikring) i 2 år på bilforsikring og skal derfor betale 60% oveni bilforsikringen. Alt sammen fordi de mener vi har misligholdt en betaling, de ikke selv har haft styr på. Vi er rystet over denne måde at behandle sine kunder på og er nu endnu mere lykkelig over, at vi har skiftet selskab. Vi krydser fingre for andre ikke er ligeså uheldige som os med dette skod firma."
"Ove Jepsen",8,55,2023-01-27,"God og hurtig betjening","Dato for oplevelse: 19. januar 2023"
"Bent Mathiasen",11,55,2023-01-27,"Helhedsforløbet","Oplevede en Dybdegående information."
"Poul Erik Thomsen Skovbakken 37 8550 Ryomgård. ordre nr: pun7019",2,45,2023-01-27,"At jeg fik den erstatning","At jeg fik den erstatning, som jeg synes var rimelig.Det var lidt svært for mig at komme med dokumentation vedr. lægeerklæring, da lægen jo ikke kører ud for influenza. Min kone var så dårlig at vi ikke kunne køre til lægevagten.Efter lidt korrespondance fandt vi en løsning."
"Gitte Fevre",2,55,2023-01-27,"Venlig hjælp","Venlig hjælp, tålmodighed og god service"
"Gitte Elmelund",4,55,2023-01-27,"Hurtig","Hurtig, nem hjælp i en akut situation"
"Joan Egelund Christensen",14,55,2023-01-27,"Hurtig behandling","Hurtig behandling. Godkendt indenfor et par timer."
"Erik Nordahl-Pedersen",6,55,2023-01-27,"Hurtig og kompetent sagsbehandling.","Dato for oplevelse: 03. januar 2023"
"Stefan Bonde Nielsen",4,15,2023-01-27,"Lang svartid og tilbagetrækning af dækning","Lang svartid. Har rykket flere gange inden der kom svar.Taksator virkede en smule offensiv ved første møde - prøvede med det samme at lægge skylden for skaden over på mig. Blev senere opmærksom på, at det sandsynligvis var noget andet, som var tilfældet, dog uden at nævne det videre.Taksator så skaden og snakkede med relevante personer. Til sidst skrev vedkommende, at jeg bare skulle sige, når jeg var klar til at få besøg af håndværkere. Da jeg kontakter vedkommende igen trækker man tilbage og meddeler at skaden ikke er dækket. Begrundelsen for ikke at dække skaden var kendt inden jeg fik tilsagn om håndværkere.Seneste besked skrevet til taksator om min forvirring og frustration er i skrivende stund ikke besvaret."
"Hanne Olsen",32,55,2023-01-27,"10 <U+2B50><U+FE0F> herfra","Fra jeg ringede og bad om hjælp til oprettelse af skade, til der blev udbetalt , gik der kun 2 dage."
"kenny young",17,55,2023-01-27,"Det var en god og positiv oplevelse","Det var en god og positiv oplevelse. Hjælpsomme og venlig behandling af sagen."
"Andreas Goebe",1,55,2023-01-27,"Hurtig afgørelse på skade","Hurtig afgørelse på skadeGodt tilfreds"
"Henrik ",14,15,2023-01-27,"Virkelig dårlig kommunikation og…","Virkelig dårlig kommunikation og mærkelig / urimelig afvisning"
"Janne Petersen",3,55,2023-01-27,"I er altid så søde og hjælpsomme","I er altid så søde og hjælpsomme, meget professionelt personale."
"Morten",1,55,2023-01-27,"Forståelse for situationen og ingen…","Forståelse for situationen og ingen kritiske spørgsmål. Pengene til min søns cykel var på kontoen 4 dage efter den blev stjålet"
"Saha",9,55,2023-01-27,"briller","hurtigt ekspedition"
"Mathilde Jakobsen",1,55,2023-01-26,"Fra dårlig service til en super service","Hej Viano Gavin Muhumuza MpereseTak for super god rådgivning det din skyld vi bliver ved Alm Brand. Uden din fantastiske rådgivning og din meget forstående samtale vi hade sammen omMin Extreme dårlige oplevelse jeg har haft med din Kolega som osse skulle være forsikringsrådgiver. Men desværre ikke var god til sal og service og overhovedet ikke rådgivning og fortælle og sælge varen til os som kunder. Kort sagt mere skræmte mig og nærmest truet mig med optagelser osv. og fortalte ikke korrekte ting om min ung føre. Så det var 99% sikkert vi ville skifte. Men en snak med dig fik mig til og ombestemme mig til og ikke skifte forsikringsselskab. Du ved hvad du skal sælge til mig som kunde og du ved hvad du snakker om når du forklare om mine forsikringer. Det betyder så meget man bruger tid til og forklare kunden hvad man køber og får. Og det kan du være super stolt af. Fordi du er en super sælger Viano. Du er god til og forklare om forsikringer når jeg som kunde ikke helt forstod hvad mine forsikringer indebar så mange gange at jeg tænkte han har godt nok en god tålmodighed. Jeg ville ønske der var flere rådgiver som dig. Du er en man føler sig tryg ved og behandler jeres kunder ordenligt og sætter sig i kundernes sted. Og ikke mindst minder mig som kunde om en forsikring som jeg aldrig er blevet spurgt om før. Som jeg skulle have haft. Men godt du spurgte om hvorfor jeg ikke havde den forsikring som alvorlige sygedomme. Den er jeg glad for du mindede mig om.Igen tusind tak for snakken og din store hjælp den sætter jeg stor pris på. Hilsen Anja"
"Laura Marie Schmidt",15,15,2023-01-26,"Under al kritik","Jeg fik stjålet min telefon på skolen. Jeg ville selvfølgelig anmelde det til alm.brand lige så snart jeg kom hjem, men det krævede at jeg skulle have et journal nummer fra politiet, men jeg havde kun fået et blanket nummer, det skrev jeg selvfølgelig på, men det var åbenbart ikke godt nok, for efter et par dage modtager jeg en mail om at de har forsøgt at ringe til mig flere gange. Jeg svare tilbage på mailen og skriver at de jo ikke kan kontakte mig på telefon da det jo er den der er blevet stjålet, men hvis der er nogle spørgsmål kan jeg besvare dem over mail. Jeg får så en mail om at de skal bede om journal nummer fra politiet og kvittering for telefonen. Jeg kunne først sende disse ting da jeg modtog et nyt sim kort nogle dage senere da jeg ikke kunne komme på eboks før. Dagen efter bliver jeg ringet op midt i skoletiden af en vred dame der vil høre hvorfor jeg har skrevet i mailen til dem at jeg synes deres håndtering er under al kritik. Hun mener at det ikke er deres skyld at politiet har været langsomme og at jeg jo selv har skrevet mit telefonnummer på min profil hos dem. Jeg forklarer hende flere gange at det ikke giver mening at jeg kan anmelde sagen men at de ikke kan gøre noget før jeg har fået ny telefon, simkort og journalnummer. Hun vrisser af mig i knapt fem minutter indtil hun så siger at nu hvor hun har modtaget journal nummeret og kvitteringen kan hun godt ordne det. Jeg forstår simpelthen ikke at der er grund til at i skal ringe og brokke jer over at jeg er utilfreds med jeres håndtering af sagen, i stedet for at afslutte sagen først. Jeg fik ærligt kun 112kr fra jer, så det har sgu ikke kunnet betale sig at skændes over så lidt."
"Winie Christensen ",35,55,2023-01-26,"Meget venlig medarbejder","Meget venlig medarbejder. God til at forklare det jeg ville vide."
"Charlotte Mikkelsen",2,15,2023-01-25,"Utrolig langsom sagsbehandling","Vores hus er blevet skadet pga. byggeri på nabogrunden. Bygherre har valgt forsikring hos Alm. Brand og det er virkelig uheldigt for os, da vi nu har levet med bl.a. revnede klinkegulve og sunket træterasse i 14 mdr. Bevares, der har været besigtigelse af skaderne, men vi har intet hørt siden besigtigelse i oktober 2022. Alm Brands informationsniveau er ikke eksisterende, og henvendelser på mail og telefon besvares ikke. Derfor får de kun een stjerne. Jeg kan ikke anbefale Alm. Brand til nogen pga. denne sagsbehandling."
"Svenja",2,15,2023-01-25,"en værre omgang snyd og bedrag","først afviser de vores BS aftale ud af det blå, så sender de ingen regninger eller noget og vi hører først fra dem da forsikringen er opsagt og vi er på 1750kr. i dagsbøder!!!efter at fortælle det til venner viser det sig, at flere af vores venner har prøvet den samme omgang snyderi af alm. brand !!Lover altid en masse og holder intet af det. Ikke engang når man så bliver lovet at de ringer tilbage om 20 min, kan de ringe tilbage !! De skulle sagsøges."
"Henri Klaaborg",20,15,2023-01-25,"Ufattelig sløv og dårlig service","Ufattelig sløv og dårlig service. De tager uger/måneder på at reagere. Bare et eksempel, de fik mit kontonummer 8. November 2022, men har med mellemrum (lange mellemrum) spurgt om det samme igen, og har fået mit kontonummer flere gange…..Nu, ultimo februar 2023 har de stadig ikke udbetalt erstatningen."
"Michael Enghave",15,15,2023-01-25,"Uden sikring","Jeg skiftede til Alm Brand 1/9 2022 underskrev forsikringen med betaling pr 1/11 (hele pakken hus, bil, indbo, udvidet sundheds.) Det var ovenikøbet dyrere end vores tidligere Tryg Forsikring, så sker det forfærdelige at jeg får en blodprop får oplyst på hospitalet at ens forsikringsselskab udbetaler en erstatning, da jeg så ringer til Alm Brand, at der ikke er noget at hente eftersom jeg ikke har været længe nok i selskabet er der ingen hjælp at hente, så læren må være det er først når skaden er sket at man kender sit forsikringsselskab jeg er kun glad for at det ikke var huset der brændte eller en anden skade hvor man var økonomisk afhængig af ens forsikringsselskab"
"Uffe Dyg",15,55,2023-01-25,"personlig god betjening","personlig god betjening, nemt og hurtigt og fornuftigepriser"
"VILLY JENSEN ",10,55,2023-01-24,"Skift af forsikringsselskab","En meget behagelig assurandør. Mener vi fik en seriøs gennemgang og sidder tilbage med en god følelse af, at have skiftet forsikringsselskab"
"Ricki Andersen",1,15,2023-01-24,"Dårligste kundeservice nogensinde!!","Dårligste kundeservice nogensinde!!! Hold jer fra dem!!!"
"Anne Kjærside",23,55,2023-01-24,"Jeres medarbejder gjorde et godt og…","Jeres medarbejder gjorde et godt og troværdigt indtryk, som jeg håber vedvarer, hvis jeg skulle være så uheldig at få brug for mine forsikringer"
"Behroz Karimi",1,15,2023-02-06,"mistet forsikring til min hund efter 11 år","Jeg har haft hundeforsikring hos alm. brand i 11 år og får ikke betalt én regning på 11. år, fordi jeg får smidt den ud sammen med reklamer, bliver opmærksom på det selv efter flere måneder og betaler regningen.Jeg ringer ind for at høre om alt er okay efter jeg har betalt, men de siger at jeg er røget til deres inkasso afdeling, jeg ringer derefter til deres inkasso afdeling og de siger at jeg ikke er i deres system. Jeg ringer tilbage til alm brand forsikring og nu kan de heller ikke se at jeg er røget til inkasso, men er nu afmeldt min hundeforsikring hos dem og jeg kan ikke længere få hundeforsikring med sygesikring til min hund på 11 år. Det er simpelthen usmageligt at behandle en loyal kunde, som har været med jer over så mange år, på den måde. Det lugter af, at i ser en gylden mulighed for at komme af med mig og hunden, nu hvor den alligevel er så gammel.Jeg håber det her er en fejl! Jeg havde planer om at rykke min indbosikring til jer, men det er vidst slut nu og kommer aldrig til at være kunde hos jer længere!Opdatering 06/02/2023Når man skriver til den email i kommentarfeltet får man desværre ikke noget ud af det. 11 års kunde og de behandler en som om at man pludselig er ny kunde, først sagde de at det var fordi jeg ikke havde betalt til tiden, bagefter er der fordi deres politik siger at man ik kan forsikre hunde der er så gamle.. men vi har været kunde i 11 år, så vi er jo ikke nye? Det giver ikke rigtig mening. Nu er hele familiens forsikring rykket væk fra Alm brand."
"Ea Jo",10,15,2023-02-20,"Usmageligt","Fik en mail angående min mors dødsbo, som var forsikret i alm. Brand, hvori der stod at boet havde penge tilgode og at jeg skulle give mit kontonummer, samt tilmelde mig betalingsservice. Jeg ringede og spurgte hvorfor jeg skulle tilmelde mig betalingsservice, for at få pengene udbetalt, og fik en smøre om at det var i tilfælde af at jeg ville overtage forsikringen. Sikke noget sludder!!Nu har jeg så fået en opkrævning på rest betaling!!! Hvad er det for nogle metoder at bruge? Simpelthen afskyeligt!!20/2 opdateret.... Og I bliver ved!!! Nu har jeg så modtaget en trussel om RKI.... Selv om i udmærket ved at jeg ikke er forpligtet til at betale min mors regning, da der ikke var penge i boet. Afskyeligt!!! Usmageligt!!! Grotesk!!! Men fortsæt bare..."
"Jesper",10,55,2023-01-23,"Hjælpsom medarbejder","Hjalp med den udfordring jeg havde"
"Pia Langkilde",3,55,2023-01-23,"Fik hjælp med at udfylde papirerne","Fik hjælp med at udfylde papirerne, da jeg ik selv havde mulighed for at gøre det, og min bil blev lavet."
"Kirsten Tove Hansen",17,55,2023-01-22,"Dejligt med et personligt møde","Dejligt med et personligt møde. En super gennemgang af vores forsikringer og hvad Alm brand kunne tilbyde. Vi følte os trygge og valgte at skifte."
"Jan Jønsson",7,55,2023-01-22,"Og betjening","Dato for oplevelse: 11. januar 2023"
"Kunde",5,55,2023-01-22,"Venlighed.","Jeg håber jeg blive tilfreds."
"Michael Berg",2,55,2023-01-22,"han er en meget fkink mand der kan…","han er en meget fkink mand der kan sælge gjor det overbevisnde det må jeg sige o¨.og fik mere forsikringer få pængerne . hanvar god til at formulere sig til at jeg forståd alt og han hade tid til at høre på mig og mine behov det betyder meget  ps hold fast i ham"
"Ole Schou-Nielsen",26,55,2023-01-22,"Claes Wagner gjorde et godt job.","Dato for oplevelse: 17. januar 2023"
"Johnny",1,55,2023-01-22,"Aller tiders behagelig med Kasper H","Aller tiders behagelig med Kasper H. Sørensen han var mægtig behagelig og havde god tid til at drøfte hvad nu mit spørgsmål ville lyde påMvh Johnny"
"Chr Munksgård",2,55,2023-01-22,"Mehmed virkede troværdig,og brugte ikke…","Mehmed virkede troværdig,og brugte ikke typisk sælgerens"
"Vibeke",50,45,2023-01-21,"Venlig kompetent medarbejder","Venlig kompetent medarbejder. Jeg følte mig tryk og i virkeligt gode hænder, og at kunne følge mine forsikringer i min bank app, gør det hele meget nemmere."
"Cristina",30,55,2023-01-21,"God kundeservice og billig forsikringer","To gange hjemme besøg efter arbejdstid. Det første besøg for at se på mine forsikringer, det andet besøg for at se på min overbo's forsikringer. Hvilken har medført at vores følgende forsikringer er blevet langt sammen: rejse-, indbo- og harhusforsikringer = besparelser på bundlinjen! Jeg har dog ikke haft brug for min forsikring endnu, så det kan jeg ikke sige noget om."
"Thomas Watts",12,55,2023-01-21,"God info","Godt overblik, velforberedt, kendte mine eksisterende forsikringer og hjalp med at gennemgå dem op mod deres tilbud, så det var gennemsigtigt."
"Thomas frederiksen",6,55,2023-01-20,"Jeg konstaterede en vandskade på mit…","Jeg konstaterede en vandskade på mit loft og ringede dagen efter til alm. Brand og anmeldte skaden, dagen efter kom en fra et tømrerfirma ud og kiggede på skaden og 5 dage senere var tømrerfirmaet igang med at udbedre skaden. Alt i alt hurtig og fin service, jeg var rigtig godt tilfreds og kan godt anbefale Alm. Brand som forsikringsselskab."
"Jeanne",5,55,2023-01-20,"Alt forløb hurtigt og tilfredsstillende.","Dato for oplevelse: 13. december 2022"
"Peter W.",21,55,2023-01-20,"Alt gik som forventet, ja, faktisk bedre.","Alt gik som forventet, og meget, meget lettere. Helt problemfrit - ååååh, gid den offentlige sektor fungerede lige så effektivt."
"Kirsten Kümler Claesson",4,45,2023-01-20,"Super fin service altid god kontakt med…","Super fin service altid god kontakt med personer som varetager sagen."
"ZDRAVKO PAVLENIC",26,55,2023-01-20,"Meget godt og professionelt arbejde.Tak","Dato for oplevelse: 19. januar 2023"
"Joan Tidemand",10,55,2023-01-20,"Super god og sympatisk sælger","Dato for oplevelse: 15. januar 2023"
"Jan Sehestedt",4,55,2023-01-20,"Nemt","Det var simpelt og dermed nemt at anmelde skaden, da alt foregik over nettet."
"Jesper E",12,55,2023-01-20,"Nem og hurtig behandling af skaden","Nem og hurtig behandling af skaden. Ekstern taksator var alt for langsom med det er ikke forsikringsselskabets skyld."
"Lennart Lorentzen",10,55,2023-01-20,"Enormt hurtigt sagsbehandling på aflyst…","Enormt hurtigt sagsbehandling på aflyst rejse p.g.a. sygdom."
"kunde",14,55,2023-01-20,"Super behageligt møde med…","Super behageligt møde med forsikringsmand. God gennemgang og forklaringer."
"Marianne ",20,55,2023-01-20,"Venlig og imødekommende medarbejder…","Venlig og imødekommende medarbejder samt hurtig og effektiv behandling af sagen"
"Dan Larsen ",7,55,2023-01-20,"Flinke og rare service medarbejder,Det…","Flinke og rare service medarbejder,Det forløb problemfrit <U+0001F44D><U+0001F3FB>"
"tine",7,55,2023-01-20,"Alm er utrolig hjælpsomme og effektive…","Alm er utrolig hjælpsomme og effektive i forhold til mon skade. Dejlig oplevelse."
"Nihal Ramadanova",8,55,2023-01-20,"Nemt at indmelde skade online og hurtig…","Nemt at indmelde skade online og hurtig afgørelse"
"Simon ",6,55,2023-01-20,"Alm.brand har en god og hurtig service…","Alm.brand har en god og hurtig service når skaden er sket"
"Camilla Andersen",5,55,2023-01-20,"Hurtigt og effektivt.","Hurtigt og effektivt.Nem online anmeldelse."
"PETER",8,55,2023-01-20,"Forsikringstjek","Fik besøg af Christoffer, det var en super god oplevelse kompetent og ærlig rådgivning."
"Gerdt Bertram Kolding-Andersen",3,55,2023-01-19,"En behagelig og fyldestgørende…","En behagelig og fyldestgørende gennemgang af aktuelle forskelle og fordele, contra det tidligere selskab vi var kunde hos."
"Bjarne",5,15,2023-01-19,"Det er godt nok dårlig service!","Det er godt nok dårlig service!Tak for din mail.Vi skal gøre opmærksom på, at vi desværre har lang sagsbehandlingstid, og at ekspeditionstiden i øjeblikket er estimeret til 14-16 uger.Vi bestræber os på at svare din henvendelse, så hurtigt vi kan.Vidste du, at du kan gå på hjemmesiden www almbrand dk og anmelde din skade eller uploade dokumenter til din skade.Hvis du har spørgsmål, er du selvfølgelig altid velkommen til at kontakte os telefonisk på 35 47 74 70.Med venlig hilsenUlykke Skade"
"Kunde",3,15,2023-01-19,"Jeg er godt træt af at få opkald fra…","Jeg er godt træt af at få opkald fra dem hver eneste dag!!! Har blokeret op til flere (omkring 25) og så bliver der ringet fra et nyt hver gang. Der er blevet sagt nej tak, men det er åbenbart ikke noget man kan acceptere!! Er SÅ træt af det!!!!"
"Ellen",1,45,2023-01-19,"god oplevelse","jeg fik helt igennem en god oplevelse af besøget fra alm brand"
"lars Jacob gloerfelt-tarp",3,55,2023-01-18,"God personlig service.","Jeg er tilfreds med den service jeg modtog i forsikringstilbuddet. Der var dog nogle fordele ved at beholde mit medlemskab i min nuværende  pensionskasse jeg ikke kan se bort fra. da jeg også har min pension i samme selskab."
"Amaar Jawaid Bajwa",10,15,2023-01-18,"De siger jeg er dækket for…","De siger jeg er dækket for kortslutninger men vil kun dække 20% for en ny brøndpunpe. Min kælder står under vand og taksatoren griner af mig over tlf. om hvordan jeg selv kommer til at betale for det hele. Selv forundersøgelse af elektriker vil de ikke betale for."
"Mie Ovesen",1,55,2023-01-17,"Rigtig dygtig assurandør.","Dato for oplevelse: 12. januar 2023"
"Henrik Alex Moustsen",3,55,2023-01-17,"Flink mand","God oplevelse i"
"Hans Christian Rasmussen",17,55,2023-01-17,"Stor hjælp og god rådgivning af Janik…","Stor hjog god rådgivning af Janik Zimmermann.Gik alt gennemgået og jeg skifter hele ni portefølje til alm. Brand fra topsikring, og spare et lille beløb med bedre sikring."
"Leif Skovby Andersen",24,15,2023-01-17,"God oplevelse","God oplevelse, som jeg satte stor pris på."
"Karen Helene Kleemann",17,55,2023-01-17,"En rigtig god oplevelse","Dato for oplevelse: 11. januar 2023"
"kunde",5,45,2023-01-17,"God rådgivning","Dato for oplevelse: 16. januar 2023"
"Alexander Trotter",41,15,2023-01-16,"Regn ikke med at få tingene dækket","Regn ikke med at få tingene dækket, hvis du får en skade eller har indbrud."
"Ella",26,55,2023-01-16,"Fantastisk service","Jeg var til møde med Michael i Herning i sidste uge. Jeg følte mig i så gode hænder og Michael forklarede det hele så godt at der ikke var nogle spørgsmål til sidst. Og det endte da også med at vi nu har skiftet forsikringsselskab til Alm Brand. Det viste sig efter at vi gennemgik vores nuværende forsikringer at min familie og jeg slet ikke var dækket godt nok og det var virkelig en skuffelse at finde ud af at vi som familie ikke var dækket korrekt."
"Marianne",8,45,2023-01-16,"God oplevelse","Dato for oplevelse: 11. januar 2023"
"Saad Yousif",8,15,2023-01-16,"Dårligt","Dårlig behandling"
"Inge kontakten er i Sydbank.",1,55,2023-01-16,"En god snak.","En behagelig og flink person at snakke med.God oplysning."
"Carsten Andersen",4,55,2023-01-16,"God og ærlig rådgivning","God og ærlig rådgivning, af en person der heller ikke lagde skjul på han også var sælger, forfriskende!"
"Mogens Gregersen",17,45,2023-01-16,"Tilfreds","Kom til tiden syntes godt om forsikringer sagde hvad der var best for os."
